Date,PRECP,TMEAN,TMAX,DISCH,SEDM
11/11/2013,0.292,0.718,0.648,164.2378,-256
11/13/2013,0.266,1.102,1.726,69.0932,-254
11/14/2013,0.196,1.607,2.448,58.8992,-308
11/15/2013,0.278,1.197,1.804,-6.796,-60
11/16/2013,0.48,3.009,3.808,-94.578,-108
11/17/2013,0.724,3.478,4.314,-41.9088,24
11/19/2013,0.752,2.142,2.598,-20.9544,18
11/21/2013,1.274,2.597,2.41,-39.0774,-82
11/23/2013,1.158,0.824,0.752,27.1842,8
11/24/2013,0.954,-0.109,-0.034,103.6396,54
11/25/2013,0.444,-0.062,-0.694,91.1802,-14
11/26/2013,0.416,0.668,0.344,-3.9644,-270
11/27/2013,-0.116,-1.471,-1.718,-39.6436,-148
11/28/2013,-0.002,0.561,1.118,-87.2158,-564
11/29/2013,-0.002,0.742,1.278,-109.303,-528
11/30/2013,0,1.142,1.934,-167.6358,-536
12/1/2013,0,1.226,1.456,-109.303,-270
12/2/2013,0,2.203,2.752,34.5466,-148
12/3/2013,0,2.224,1.882,25.485,76
12/4/2013,0.014,2.133,2.64,-28.8832,-82
12/6/2013,-0.078,0.251,0.512,40.21,200
12/7/2013,-0.134,-0.394,0.5,52.6694,336
12/8/2013,-0.064,0.309,0.944,-8.495,178
12/9/2013,-0.134,-0.638,0.092,-30.0158,-88
12/10/2013,-0.158,-0.407,0.344,-53.802,-106
12/11/2013,-0.048,-0.065,0.752,-94.012,-364
12/12/2013,-0.01,0.82,1.74,-90.0476,-514
12/16/2013,-0.222,0.721,1.28,-95.711,-662
12/17/2013,-0.132,1.034,2.096,-71.3584,-508
12/18/2013,-0.168,1.091,1.784,-19.8218,18
12/20/2013,0.268,1.637,3.024,-46.4396,-500
12/23/2013,0.132,-0.113,0.98,-62.2972,-892
12/24/2013,0.262,-1.052,0.706,-40.7764,-770
12/26/2013,0.244,-0.908,0.944,41.9086,-506
12/27/2013,0.288,-0.641,0.594,49.8374,-680
12/28/2013,-0.166,-0.241,0.346,53.2354,-120
12/30/2013,-0.012,0.152,0.38,15.8572,63.2
12/31/2013,-1.07E-15,1.827,2.328,31.7146,148
1/1/2014,0.52,1.85,1.544,6.796,94
1/3/2014,0.352,1.691,2,-6.2298,-120
1/9/2014,0.564,1.743,2.652,22.0872,-24
1/12/2014,0.42,3.211,4.78,77.5884,244.8
1/13/2014,0.43,1.802,2.766,135.9212,492
1/14/2014,-0.092,0.699,1.802,87.7824,316
1/15/2014,0.15,-0.445,-0.454,56.6338,270
1/16/2014,-0.034,0.044,0.152,37.9446,108
1/19/2014,-0.034,0.011,-0.52,11.3266,-16
1/20/2014,0.096,0.833,-0.12,-48.705,-196
1/22/2014,0.01,1.301,0.902,-59.4654,-526
1/26/2014,-0.058,2.927,4.08,18.6892,-212
1/28/2014,-0.086,1.689,2.304,-20.9544,-382
1/29/2014,0.058,2.298,3.676,-49.2712,-568
1/30/2014,-0.076,2.687,4.314,-82.1188,-662
1/31/2014,0.478,2.719,3.294,-15.8574,-180
2/3/2014,0.31,1.782,1.756,-95.711,-672
2/6/2014,0.04,0.887,0.914,-47.006,-428
2/7/2014,0.078,0.386,0.086,-16.4238,-190
2/8/2014,0.118,0.583,0.406,-10.1942,-154
2/9/2014,-0.374,0.465,0.786,-28.3168,-210
2/10/2014,-0.268,-0.59,-0.38,21.5208,54
2/11/2014,-9.97E-16,0.432,0.884,16.4238,18
2/12/2014,-0.032,0.876,1.282,27.7506,60
2/13/2014,-0.084,0.729,1.248,31.1486,68
2/14/2014,0.436,0.222,0.616,19.2554,60
2/15/2014,0.018,1.077,1.358,11.3268,74
2/26/2014,0.014,0.501,0.676,3.9644,2396
3/4/2014,0.028,0.847,1.136,80.986,2650
3/5/2014,0.016,0.266,-0.144,28.8832,1988
3/6/2014,-0.486,1.338,1.738,-28.8832,2416
3/7/2014,-0.01,2.661,3.358,-135.9208,1700
3/8/2014,0.008,2.398,1.954,-182.9268,-960
3/9/2014,-0.024,1.643,1.66,-311.4852,-1536
3/10/2014,-0.006,2.232,3.254,-211.81,-1224
3/19/2014,0.032,1.754,1.85,-115.5326,-1604
3/20/2014,-0.082,1.296,1.922,-41.909,-1164
3/21/2014,-0.094,3.226,4.372,22.0872,-724
3/25/2014,-0.086,2.637,2.992,111.0022,-1308
3/26/2014,0.37,2.23,3.188,118.9308,-560
3/29/2014,0.286,2.531,3.84,-5.6634,-560
3/30/2014,0.378,2.213,3.648,22.6536,380
3/31/2014,0.392,1.915,2.984,16.99,420
4/9/2014,0.386,1.7,3.426,-22.6536,380
4/11/2014,-0.082,0.382,1.494,-96.2772,-1100
4/12/2014,0.004,1.373,2.378,39.6436,260
4/20/2014,0.026,1.506,1.042,28.3168,960
4/23/2014,0.012,0.347,0.73,79.2872,1680
4/26/2014,0.022,1.002,0.754,73.624,3020
4/30/2014,-0.016,1.002,0.646,101.9408,3480
5/1/2014,-0.08,-0.276,-0.144,33.9804,2000
5/3/2014,-0.08,0.34,1.096,33.9804,1600
5/4/2014,-0.08,1.254,1.678,-11.3264,1000
5/6/2014,-0.08,0.925,1.104,-16.99,1620
5/7/2014,-0.024,2.096,1.796,-33.9802,1840
5/21/2014,0.204,2.495,1.48,-39.6434,1440
5/23/2014,0.176,1.294,0.21,-50.9702,-1160
5/28/2014,0.45,0.883,0.186,-50.9704,-3180
5/31/2014,0.22,0.787,0.284,-67.9604,-2660
6/2/2014,0.026,0.107,-0.066,-101.9406,-1720
6/16/2014,-0.126,0.636,0.62,-130.2576,-3140
6/17/2014,-0.274,1.002,0.912,-181.2278,-3520
6/26/2014,-0.378,1.111,0.45,-124.594,500
6/28/2014,-0.376,1.28,0.66,-67.9602,-2040
7/4/2014,-0.188,1.804,1.11,11.3268,-2620
7/5/2014,-0.124,0.96,0.892,90.614,-500
7/6/2014,0.232,1.451,0.96,220.8714,3540
7/16/2014,0.062,1.431,1.278,124.594,840
7/17/2014,0.288,1.516,1.314,39.6434,2220
7/18/2014,0.288,1.379,1.276,-62.297,2560
7/19/2014,0.178,1.409,1.346,-164.2378,1660
7/23/2014,0.03,0.384,0.574,-300.1584,-2440
7/27/2014,-0.38,-0.143,-0.058,-266.1782,-3740
7/28/2014,-0.38,-1.394,-1.526,-232.198,-5920
7/29/2014,-0.38,-1.888,-1.69,-271.8416,-8660
8/3/2014,-0.376,-1.562,-1.662,-269.0098,-8360
8/11/2014,-0.42,-1.196,-1.09,-263.9128,-6704
8/13/2014,-0.01,-0.976,-0.392,-215.774,-4564
8/14/2014,-0.008,0.224,1.116,-238.994,-3364
8/15/2014,0.046,0.69,1.14,-120.6296,-904
8/20/2014,0.346,0.598,0.664,-86.083,-2024
8/22/2014,0.362,0.64,0.41,-47.006,-1960
8/23/2014,0.36,0.975,0.29,-52.6694,-2820
8/24/2014,0.356,0.601,0.254,45.8732,-1400
8/25/2014,0.302,0.521,0.196,76.4554,-1340
8/26/2014,0.376,0.185,0.07,197.6514,1060
8/28/2014,0.272,0.176,0.364,266.7446,1540
8/30/2014,0.446,-0.339,-0.424,258.2496,2920
8/31/2014,0.044,-0.073,-0.15,211.2438,3400
9/1/2014,0.46,-0.38,-0.592,147.2476,2700
9/4/2014,0.132,0.593,0.368,56.6338,1880
9/7/2014,0.182,0.399,0.496,5.6636,420
9/14/2014,0.01,1.247,1.84,28.317,760
9/18/2014,0.132,1.65,1.758,11.3268,-540
9/24/2014,-0.284,1.927,2.448,-50.9702,-880
9/25/2014,-0.322,1.745,2.43,-62.2968,-1340
9/28/2014,-0.272,1.979,2.368,-39.6434,-1080
9/29/2014,-0.272,1.244,1.714,-73.6236,-2740
9/30/2014,0.012,0.708,1.146,-120.6296,-2860
10/16/2014,-0.188,0.978,2.206,-1.6988,-1120
10/17/2014,-0.2,0.3,1.116,32.2812,-420
10/20/2014,-0.2,1.216,1.694,77.5882,2340
10/21/2014,-0.2,0.78,1.094,88.9148,3360
10/26/2014,-0.2,0.147,0.848,135.9208,1200
10/30/2014,0.18,-0.468,-0.618,128.5584,200
10/31/2014,0.014,-1.329,-1.204,44.1744,260
11/1/2014,-9.88E-16,-2.524,-1.776,62.297,-1968
11/2/2014,0.01,-1.385,-0.736,39.6436,-2666
11/3/2014,0.032,0.661,1.084,-39.0772,1620
11/6/2014,-0.144,-0.124,-0.078,-111.5684,1022
11/7/2014,0.018,1,1.486,-18.6892,756
11/8/2014,0.032,1.223,0.924,-128.5586,1278
11/9/2014,0.022,1.045,1.394,-129.6912,1602
11/10/2014,-9.83E-16,0.511,0.578,-26.6178,-520
11/11/2014,0.05,-0.017,0.518,-25.4852,304
11/13/2014,0.054,-0.398,-0.288,-76.4556,90
11/14/2014,0.052,-0.287,0.418,-26.0514,68
11/15/2014,0.136,-0.435,-0.604,63.4296,348
11/16/2014,0.354,-1.534,-1.484,35.1128,264
11/17/2014,0.002,-0.911,-0.934,-15.291,-116
11/18/2014,-0.002,-0.815,-0.248,30.0158,-14
11/19/2014,-9.75E-16,0.34,0.55,-5.6634,-68
11/20/2014,-0.084,-0.287,0.304,-131.9564,-710
11/21/2014,-0.286,0.151,0.91,-137.0534,-606
11/28/2014,-0.02,1.846,3.324,-40.7762,-32
11/29/2014,0.058,3.286,4.246,-118.9306,-914
11/30/2014,0.036,1.503,3.232,-122.3286,-952
12/2/2014,0.03,2.349,4.11,-78.7206,-1556
12/3/2014,-0.006,2.731,4.56,-53.2356,-2400
12/4/2014,0.276,1.61,2.238,-101.3742,-3420
12/7/2014,0.132,-0.015,0.56,-58.3324,-2434
12/8/2014,0.192,1.29,1.512,-49.2712,-3180
12/9/2014,0.16,0.115,0.036,-69.093,-2434
12/10/2014,0.182,-0.532,-0.952,-62.8632,-1492
12/11/2014,-0.07,-0.221,-0.372,35.113,-546
12/12/2014,-9.99E-16,1.006,1.494,71.9246,-518
12/13/2014,-0.038,0.725,0.856,58.3326,300
12/14/2014,0.02,2.149,2.216,63.996,336
12/17/2014,-0.1,1.996,1.976,116.6652,556
12/18/2014,0.152,2.045,1.994,67.9604,500
12/19/2014,-0.088,1.147,0.686,-11.893,76
12/20/2014,-0.096,1.053,0.766,45.8732,174
12/21/2014,-0.012,0.6,0.5,52.6692,-192
12/24/2014,0.23,-0.095,-0.076,35.679,-334
12/25/2014,-0.15,0.323,1.098,63.4294,-98
12/26/2014,0.188,0.996,1.682,110.4354,164
12/29/2014,0.196,0.668,1.354,69.6592,366
12/30/2014,0.092,-0.401,-0.016,14.7246,690
12/31/2014,-0.032,-0.03,0.816,-42.4752,-66
1/5/2015,0.034,-1.196,-1.358,-67.9604,-98
1/6/2015,-0.066,-1.092,-1.82,-86.6496,-294
1/8/2015,-0.088,-0.84,-1.308,-148.3802,-898
1/9/2015,-0.088,-0.055,-0.908,-147.2476,-1034
1/10/2015,-0.088,0.99,0.542,-77.0218,-294
1/13/2015,-0.13,1.128,1.006,-74.7564,-514
1/14/2015,-0.128,0.69,1.034,-80.986,-602
1/15/2015,-0.106,1.378,1.742,36.812,140
1/16/2015,-0.102,2.171,3.042,144.9822,266
1/17/2015,-0.106,2.27,1.906,19.8218,228
1/18/2015,-9.99E-16,2.72,2.666,3.9644,66
1/19/2015,-9.99E-16,2.411,2.656,74.7564,200
1/20/2015,-9.99E-16,0.998,0.316,20.9544,132
1/21/2015,-0.004,0.144,-0.208,-35.1128,554
1/22/2015,0,-0.832,-0.944,47.5722,1114
1/23/2015,0,-0.667,-1.106,47.0058,1010
1/24/2015,0,-0.133,-0.17,-26.0516,790
1/27/2015,-0.008,0.483,0.862,-12.4596,660
1/28/2015,-0.01,0.812,1.252,53.2356,1352
1/29/2015,-0.008,0.828,1.09,-16.4238,-334
1/30/2015,-0.01,0.253,0.584,-58.3328,-352
2/3/2015,-0.018,0.91,1.218,-18.1228,70
2/4/2015,0.282,-0.094,0.014,-41.9088,-112
2/5/2015,-0.008,-1.226,-1.224,-114.4,-1058
2/8/2015,-0.01,-0.727,-0.308,-83.2516,-134
2/10/2015,-0.008,-0.106,0.546,50.9702,1056
2/11/2015,-9.85E-16,-1.286,-1.262,20.388,1972
2/13/2015,-0.28,0.529,1.484,20.388,2222
2/14/2015,0.02,0.584,1.42,21.5206,1524
2/16/2015,-0.344,0.666,1.308,37.9446,140
2/17/2015,-0.572,1.003,1.998,-27.7504,-1100
2/18/2015,-0.762,-0.242,0.448,-86.6496,-2766
2/19/2015,-0.774,-1.608,-1.274,-73.6238,-3236
2/21/2015,-0.802,0.459,0.548,-43.0414,-2658
2/23/2015,-0.442,-0.648,-0.258,-65.1286,-1244
2/26/2015,-0.138,-2.584,-2.842,-122.3286,-1134
2/27/2015,-0.102,-1.984,-2.224,-104.2058,-690
3/1/2015,-0.562,-0.804,-1.644,-66.8278,-308
3/3/2015,-0.05,-0.77,-1.51,-105.3388,-444
3/4/2015,-0.33,-1.226,-2.452,-106.4714,-416
3/5/2015,-0.62,-0.653,-1.496,-72.4912,-146
3/8/2015,-0.466,-0.13,-0.614,-6.796,-24
3/9/2015,0.018,-0.949,-1.396,19.2556,-116
3/12/2015,-0.028,-2.864,-3.838,91.7468,622
3/16/2015,0.254,-0.708,-1.212,142.1508,1280
3/18/2015,0.77,-0.665,-1.896,210.6774,2780
3/21/2015,0.76,-0.068,-1.118,95.711,660
3/28/2015,0.726,-0.02,-0.454,-23.786,-680
3/29/2015,0.296,1.381,2.118,-130.2576,-3960
3/30/2015,0.282,1.313,2.182,-192.5546,-5080
3/31/2015,-0.02,2.884,3.914,-277.505,-5720
4/5/2015,-0.01,2.894,3.494,-211.81,-4060
4/6/2015,0.038,3.755,3.564,-145.5486,-2400
4/12/2015,0.024,3.899,2.984,-83.2514,620
4/13/2015,0.552,3.162,1.622,-9.6278,3200
4/14/2015,0.038,2.144,0.93,18.689,2240
4/15/2015,0.044,1.621,0.798,32.2812,880
4/16/2015,-9.88E-16,1.325,0.992,67.9604,940
4/17/2015,-0.002,0.823,0.628,169.901,2440
4/18/2015,-0.43,0.643,0.652,164.2376,1260
4/21/2015,0.07,1.108,1.664,203.8812,2580
4/22/2015,0.062,0.536,0.44,158.5742,4940
4/23/2015,0.068,-0.009,0.46,130.2574,4340
4/24/2015,0.1,0.04,0.298,28.3168,3720
4/27/2015,0.016,0.129,0.872,-22.6536,2160
4/28/2015,0.028,0.257,0.382,0,3180
4/29/2015,0.03,1.342,1.686,175.5644,460
4/30/2015,0.03,0.838,0.64,135.9208,-1640
5/1/2015,-0.002,0.432,0.676,73.6238,-2620
5/2/2015,0.016,1.13,1.086,-5.6632,-3160
5/3/2015,0.02,1.309,1.276,-177.8298,-7140
5/4/2015,0.022,1.32,1.2,-335.8376,-6040
5/5/2015,0.008,1.837,1.562,-319.9802,-4300
5/13/2015,0.008,1.906,1.716,-314.3168,-6240
5/18/2015,-0.086,0.616,1.18,-257.6832,-4180
5/19/2015,-0.106,-1.164,-0.99,-215.774,-620
5/22/2015,-0.11,-0.972,-0.506,-63.4296,1080
5/23/2015,-0.09,-0.292,-0.024,-67.9604,60
6/1/2015,-0.112,0.265,0.38,-22.6536,1820
6/2/2015,-0.042,1.218,0.934,-73.6238,-1080
6/19/2015,-0.1,2.29,2.47,79.287,-3020
6/24/2015,0.322,1.504,1.864,-45.307,-3960
7/22/2015,0.312,0.471,1.446,-79.287,-460
7/23/2015,0.33,0.252,0.98,-175.5642,-2920
7/27/2015,0.702,0.179,0.59,-39.6434,-2800
7/29/2015,0.36,-0.511,-0.208,-135.9206,-800
7/30/2015,-0.074,-0.525,-0.002,-135.9206,-200
8/4/2015,0.27,-0.546,-0.186,-73.6236,-2780
8/8/2015,0.282,-0.625,-0.128,-22.6532,-2300
8/11/2015,-0.444,-1.432,-0.94,0.0002,600
8/12/2015,-0.032,-0.731,0.112,-5.6632,-940
8/13/2015,-0.018,-0.502,-0.018,5.6636,-1280
8/14/2015,-0.358,-0.142,0.036,-67.9602,-1580
8/15/2015,-0.366,-0.369,0.08,-107.6038,-1740
8/16/2015,-0.006,0.221,0.6,-215.2078,-3980
8/17/2015,0.34,0.482,0.436,-279.2038,-4020
8/21/2015,0.338,0.603,0.524,-223.1366,-2180
8/24/2015,0.284,0.049,0.464,-201.616,-2020
8/25/2015,0.284,-0.065,0.144,-92.8794,-560
8/26/2015,0.284,-0.057,0.162,-61.7308,280
8/27/2015,-0.056,0.103,0.366,16.4236,-100
8/28/2015,-0.002,0.161,0.302,-63.9962,-2040
8/29/2015,0.12,1.126,0.938,-60.0316,-1060
8/30/2015,0.054,1.3,1.12,-102.5068,-360
8/31/2015,0.062,1.711,1.276,-40.7762,-20
9/1/2015,0.028,1.492,1.256,-74.19,-420
9/2/2015,-0.052,1.124,1.144,-37.9444,240
9/3/2015,-0.12,0.671,0.694,14.1584,340
9/4/2015,-0.054,0.549,0.496,69.6594,840
9/5/2015,-0.062,0.014,0.232,2.2654,1080
9/6/2015,-0.028,0.229,0.362,-20.9546,1040
9/7/2015,0.28,-0.143,-0.438,-14.1586,980
9/13/2015,0.244,0.029,0.176,-23.2198,-620
9/14/2015,0.244,0.932,1.14,-52.6694,-1220
9/15/2015,0.244,1.184,1.134,-43.0416,480
9/16/2015,0.244,1.099,1.326,-2.8316,-120
9/17/2015,-0.018,2.142,2.454,31.1486,-360
9/18/2015,0.472,2.161,1.684,-3.398,2760
9/20/2015,0.398,1.007,0.866,90.0476,3080
9/21/2015,0.398,1.284,1.28,145.5486,3100
9/22/2015,0.398,1.319,1.244,215.7744,3340
9/24/2015,0.38,0.655,0.67,105.3388,2740
9/25/2015,-0.074,0.138,0.82,97.41,780
9/26/2015,0.002,0.308,0.29,23.7862,-980
9/27/2015,0.04,0.037,0.02,-88.3484,-3470
9/28/2015,0.008,0.018,-0.346,-239.5604,-2842
10/1/2015,-0.068,-0.435,-0.52,-160.8396,-2604
10/2/2015,-0.068,-0.246,-0.534,-124.0276,-2554
10/3/2015,-0.07,-0.448,-0.632,-164.804,-1330
10/4/2015,-0.108,-0.193,-0.47,-91.7466,-676
10/5/2015,-0.076,0.124,0.028,-34.5464,-888
10/6/2015,0,1.134,0.97,-45.8732,-468
10/7/2015,0,1.256,0.938,-56.0674,-484
10/8/2015,0.096,1.744,2.026,-31.1484,-330
10/10/2015,0.062,1.417,2.294,-32.8476,-366
10/11/2015,0.062,1.729,3.106,-31.715,130
10/12/2015,0.07,1.549,2.248,-3.9644,114
10/13/2015,0.062,0.545,1.282,32.2812,-16
10/14/2015,-0.034,0.604,1.022,-11.893,-120
10/15/2015,-1.02E-15,0.511,0.9,-18.1226,-182
10/16/2015,-1.02E-15,-1.347,-2.038,-2.8316,-504
10/17/2015,-0.008,-2.498,-2.552,-25.4852,-338
10/18/2015,0,-1.086,-0.78,-30.0158,-106
10/19/2015,0,-0.192,0.28,2.8316,-104
10/20/2015,0.102,0.09,-0.308,20.9544,172
10/21/2015,0.228,1.853,2.216,21.5208,300
10/22/2015,0.01,2.749,2.874,21.5208,-128
10/23/2015,0.336,1.654,0.654,34.5466,-112
10/24/2015,0.038,-0.347,-1.286,-7.3624,160
10/25/2015,-0.102,-1.103,-1.104,-7.9288,72
10/26/2015,-0.224,-1.666,-1.684,-25.4852,60
10/29/2015,-0.114,-2.378,-2.05,-4.5308,452
10/30/2015,-0.422,-1.781,-0.542,14.7246,896
11/2/2015,-0.172,-0.988,0.15,49.8376,60
11/3/2015,-0.132,-0.406,0.264,60.598,2
11/4/2015,-0.138,-0.114,0.014,130.8236,78
11/7/2015,-0.148,-0.15,-0.104,111.002,-42
11/8/2015,-0.166,-0.637,-0.524,63.4296,-708
11/9/2015,-0.122,-0.304,-0.52,61.7306,-124
11/10/2015,-0.124,-0.016,0.16,48.1386,26
11/13/2015,-0.104,-0.977,-0.092,24.9188,2364
11/15/2015,0.036,-0.17,0.338,15.291,332
11/19/2015,-0.348,-0.932,-0.706,100.2416,-78
11/20/2015,-0.142,-1.36,-0.98,142.7168,-554
11/23/2015,-0.142,-0.625,-0.354,67.394,-1240
11/24/2015,-0.16,0.553,0.19,69.6594,-3280
11/25/2015,-0.172,0.574,0.472,103.0734,-1920
12/3/2015,0.162,2.011,2.414,33.9804,640
12/4/2015,-0.04,2.444,3.168,0.0002,680
12/5/2015,-0.04,1.441,1.768,28.317,-1380
12/8/2015,-0.04,1.283,2.488,-50.97,-2840
12/9/2015,-0.05,1.26,2.082,-181.2276,-4040
1/12/2016,0.008,1.144,1.178,-220.8712,-8640
1/16/2016,-0.25,0.193,-0.39,-203.8812,-10140
1/18/2016,-0.282,-0.416,-1.356,-243.5248,-9940
1/24/2016,-0.284,-0.2,-1.408,-181.228,-10800
1/26/2016,-0.284,-1.144,-2.382,11.3266,-7480
1/27/2016,-0.292,-1.086,-1.658,79.2868,-4900
1/28/2016,-0.034,0.057,0.29,67.9602,-2120
1/29/2016,-0.002,0.317,0.914,130.2574,-320
1/30/2016,0,0.804,1.24,107.604,1320
1/31/2016,0,1.943,2.942,-33.9802,-1860
2/1/2016,0.002,0.945,1.336,-113.2672,-2860
2/4/2016,-9.77E-16,0.162,0.41,-45.3068,-3100
2/5/2016,-9.77E-16,0.359,0.296,-50.9704,-2360
2/6/2016,-9.77E-16,0.298,0.652,-130.2574,-3460
2/7/2016,0.01,-0.196,-0.474,-96.2772,-3380
2/8/2016,0.082,-0.623,-0.74,-152.911,-3440
2/9/2016,0.026,-1.253,-1.932,-237.8614,-4420
2/11/2016,-0.096,-0.621,-0.818,-271.8414,-4642
2/12/2016,-0.052,-1.761,-2.444,-135.9206,-3656
2/13/2016,-0.136,-2.445,-2.7,-154.0436,-2474
2/14/2016,0.206,-0.038,-0.302,-33.98,-1136
2/15/2016,-0.136,1.766,1.902,-72.491,-694
2/16/2016,0.448,1.397,1.262,-61.7308,-642
2/17/2016,-0.074,1.551,1.514,-59.4654,-392
2/18/2016,-0.008,2.723,3.094,69.0932,920
2/22/2016,-0.506,1.293,1.682,-28.3168,722
2/26/2016,-0.118,0.203,0.5,38.511,480
2/29/2016,-0.578,-0.797,-0.104,-23.2196,-1250
3/1/2016,0.104,-2.109,-2.076,-127.4258,-2086
3/6/2016,0.196,-2.209,-1.944,-271.8418,-5040
3/10/2016,0.038,-3.191,-2.886,-243.525,-5480
3/11/2016,-0.378,-2.94,-2.12,-164.238,-4700
3/12/2016,0.154,-1.628,-1.172,-39.644,-2800
3/15/2016,0.038,-0.056,1.268,67.96,-840
3/16/2016,-0.198,-1.518,-1.27,158.574,3520
3/17/2016,0.044,-0.518,0.198,169.9008,4340
3/20/2016,0.76,-0.847,-0.876,141.584,6400
3/21/2016,-0.14,-1.018,-0.01,135.9206,5140
3/22/2016,-0.228,-0.037,0.504,101.9406,6360
3/26/2016,-0.074,2.089,3.15,113.2674,5880
4/1/2016,-0.462,1.283,1.54,152.9108,4240
4/3/2016,-0.748,2.403,3.706,84.9504,2740
4/8/2016,-0.582,1.403,1.956,56.6336,3060
4/9/2016,-0.582,-0.435,0.522,45.3068,-1060
4/11/2016,-0.448,-2.112,-1.562,33.98,-2260
4/14/2016,-0.062,-0.44,0.56,0,-1860
4/15/2016,-0.064,-0.522,-0.704,-16.9902,-2880
4/16/2016,0.136,0.26,-0.126,-33.9802,-2000
4/17/2016,0.136,1.053,0.32,-73.6238,-140
4/19/2016,0.51,1.91,0.898,-158.5742,-1980
4/22/2016,0.224,1.451,0.554,-220.8714,-2540
4/23/2016,0.216,0.471,0.036,-283.1682,-4000
4/24/2016,0.216,1.151,0.75,-277.5048,-4740
4/25/2016,0.216,1.262,0.616,-237.8612,-5380
4/29/2016,-0.174,0.743,0.662,-148.9464,-2500
5/2/2016,-0.26,-7.11E-16,-0.724,-35.679,-600
5/4/2016,-0.228,0.377,-0.666,151.212,740
5/5/2016,-0.27,-0.794,-1.482,241.8258,3860
5/6/2016,-0.27,-0.477,-0.462,275.806,5580
5/8/2016,-0.83,-0.164,-0.23,243.5248,5680
5/11/2016,0.076,0.457,1.068,209.5446,6240
5/15/2016,0.052,0.494,1.654,90.6138,6580
5/20/2016,0.16,0.992,1.37,-67.9604,2080
5/21/2016,0.094,0.29,0.798,-28.317,-220
5/24/2016,0.762,0.862,1.154,-107.604,-3700
5/29/2016,-0.028,0.7,1.07,-124.594,-4400
5/30/2016,0.326,0.742,0.698,-62.2968,-3840
6/6/2016,0.308,0.871,1.702,45.3072,-1540
6/7/2016,0.322,0.232,0.066,5.6638,1080
6/8/2016,0.094,-0.14,0.492,16.9902,1460
6/9/2016,0.35,0.808,1.356,16.9902,260
6/10/2016,-0.004,1.125,1.27,-16.99,-2820
6/11/2016,-0.052,0.88,0.572,-16.9902,-1900
6/12/2016,0.47,1.544,1.472,0,-4120
6/13/2016,0.902,1.492,1.21,96.2774,-3240
6/15/2016,0.906,1.153,0.718,135.921,-2980
6/16/2016,0.884,0.239,0.38,107.604,1500
6/17/2016,0.884,-0.46,-0.424,130.2576,1340
6/18/2016,0.414,-0.552,-0.196,118.9308,3960
6/19/2016,-0.018,-0.105,-0.014,107.604,6180
6/20/2016,0.26,-0.271,-0.172,90.6138,8760
6/21/2016,0.188,-0.402,-0.62,45.307,4120
6/23/2016,0.176,0.091,0.214,-79.287,740
6/24/2016,0.172,-0.424,-0.48,-50.9702,220
6/28/2016,0.082,-1.397,-1.666,-158.574,-3880
7/9/2016,-0.37,-2.109,-2.242,-107.6038,-5480
7/10/2016,0.002,-1.393,-1.278,-22.6532,-3260
7/15/2016,-0.378,-1.673,-1.55,81.5526,-888
7/16/2016,-0.376,-1.369,-1.11,25.4854,-2132
7/17/2016,-0.15,-0.229,0.354,127.4258,146
7/18/2016,0.028,0.624,0.85,-30.0158,-254
7/22/2016,-0.094,0.287,0.144,9.6276,1226
7/28/2016,0.248,0.621,0.338,-9.6278,-1486
7/29/2016,0.108,0.394,0.028,63.4294,478
7/30/2016,-0.126,-0.38,-0.622,46.4394,-1360
8/2/2016,-0.16,-0.776,-0.878,192.5544,-2340
8/7/2016,-0.358,-0.83,-0.44,158.5742,-4360
8/20/2016,-0.296,-1.182,-0.848,84.9504,-3200
8/21/2016,-0.294,-1.249,-0.794,-39.6436,-7380
8/22/2016,-0.196,-0.938,-0.454,0,-4120
8/24/2016,-0.052,0.112,0.518,-33.9802,-2480
9/2/2016,-0.028,0.002,0.272,-16.9902,-3040
9/3/2016,-0.04,0.495,0.958,79.2872,880
9/5/2016,0.1,1.795,1.984,90.614,4140
9/6/2016,0.116,1.991,1.79,-16.99,4580
9/13/2016,0.106,1.619,1.482,-130.2574,1940
9/14/2016,0.04,1.866,0.942,-135.9206,5240
9/19/2016,0.042,2.038,1.138,-181.2276,2460
9/20/2016,0.04,1.742,0.662,-147.2474,2860
9/21/2016,0.024,1.294,0.112,-67.9604,1940
9/22/2016,-0.084,0.595,-0.064,45.307,3280
9/23/2016,-1.04E-15,0.75,0.872,5.6634,-520
9/24/2016,-0.002,0.661,0.364,28.3168,160
9/25/2016,0.372,-0.1,0.116,16.99,-940
9/27/2016,-0.068,-0.006,1.024,0.0002,-540
9/28/2016,-0.068,-0.403,-0.53,-22.6534,-540
9/30/2016,0.246,-0.253,-0.948,11.3268,920
10/1/2016,-0.08,-0.289,-0.65,45.307,-1160
10/6/2016,-0.4,0.405,-0.334,67.9604,200
10/10/2016,0.04,0.518,-0.842,56.6334,-3200
10/11/2016,0.044,1.201,0.784,33.98,-2600
10/12/2016,0.102,0.351,0.352,-45.307,-2400
10/13/2016,0.052,-0.822,-1.312,-135.921,-2500
10/14/2016,-9.77E-16,-0.433,-0.506,-215.208,-6500
10/15/2016,0.016,0.483,0.616,-249.188,-3220
10/18/2016,0.014,-0.21,-0.246,-158.5742,-1160
10/22/2016,-0.356,0.86,1.384,-209.5446,-2220
10/23/2016,0.018,2.942,3.838,-164.2376,-480
