Date ,PRECTOTCORR,T2M_MAX,T2M_MIN
9-Nov-1990,0.74,10.78,-0.49
10-Nov-1990,0.04,16.24,-1.1
11-Nov-1990,0,18.57,-0.99
12-Nov-1990,0,13.87,0.55
13-Nov-1990,0,16.76,0.87
14-Nov-1990,0,22.14,5.83
15-Nov-1990,0,22.37,7.8
16-Nov-1990,0,15.83,2.4
17-Nov-1990,0,12.44,-1.35
18-Nov-1990,0.26,12.79,2.96
19-Nov-1990,0.03,16.74,7.37
20-Nov-1990,0.64,19.61,5.8
21-Nov-1990,5.45,19.19,12.08
22-Nov-1990,0.06,14.12,3.76
23-Nov-1990,0.07,12.75,3.08
24-Nov-1990,0.06,18.82,2.37
25-Nov-1990,0.1,20.3,5.69
26-Nov-1990,10.75,22.3,9.22
27-Nov-1990,31.39,23.16,2.58
28-Nov-1990,0,6.23,-3.34
29-Nov-1990,0.02,8.02,-4.31
30-Nov-1990,0.04,11.98,-2.72
1-Dec-1990,1.6,10.04,0.8
2-Dec-1990,23.44,8.44,0.33
3-Dec-1990,3.61,9.53,-3.12
4-Dec-1990,0,2.86,-5.1
5-Dec-1990,0,10.97,-4.81
6-Dec-1990,0,2.44,-5.52
7-Dec-1990,0,7.15,-5.98
8-Dec-1990,0,9.73,-3.56
9-Dec-1990,0,13.56,-1.34
10-Dec-1990,0,12.24,0.02
11-Dec-1990,0,16.04,-0.12
12-Dec-1990,0.02,15.33,3.05
13-Dec-1990,0.25,3.27,-1.28
14-Dec-1990,4.58,6.26,-3.68
15-Dec-1990,1.71,7.28,-1.02
16-Dec-1990,6.17,3.15,-2.84
17-Dec-1990,8.15,5.87,1.1
18-Dec-1990,4.58,5.08,-3.43
19-Dec-1990,0.19,8.06,-3.57
20-Dec-1990,2.03,9.05,0.73
21-Dec-1990,22,0.9,-7.52
22-Dec-1990,5.46,-8.04,-14.54
23-Dec-1990,3.06,-12.99,-21.38
24-Dec-1990,0,-5.78,-22.82
25-Dec-1990,0.29,-1.21,-16.13
26-Dec-1990,0.25,-10.75,-18.27
27-Dec-1990,6.93,-5,-17.77
28-Dec-1990,7.04,1.08,-7.75
29-Dec-1990,41.04,3.33,-8.56
30-Dec-1990,2.84,-9.63,-20.88
31-Dec-1990,0,-9.16,-21.37
1-Jan-1991,0,-0.28,-19.13
2-Jan-1991,0.01,-2.9,-14.66
3-Jan-1991,0,-8.63,-19.88
4-Jan-1991,3.67,-7.27,-16.6
5-Jan-1991,5.37,0.26,-9.77
6-Jan-1991,0.56,-5.66,-11.44
7-Jan-1991,0.02,-2.25,-16.77
8-Jan-1991,0.28,-0.2,-11.3
9-Jan-1991,0.6,-2.16,-8.81
10-Jan-1991,7.02,-0.63,-8.87
11-Jan-1991,2.45,-0.02,-6.67
12-Jan-1991,0.06,-0.79,-11.24
13-Jan-1991,0.03,0.2,-12.61
14-Jan-1991,0.37,0.94,-1.63
15-Jan-1991,4.3,0.4,-1.17
16-Jan-1991,0.44,0.89,-3.1
17-Jan-1991,0.07,1.79,-6.1
18-Jan-1991,0.03,3.22,-5.97
19-Jan-1991,0.09,6.1,-1.92
20-Jan-1991,0.23,1.15,-9.98
21-Jan-1991,0.15,-6.23,-14.63
22-Jan-1991,0.21,1.34,-16.82
23-Jan-1991,0.03,3.91,-6.32
24-Jan-1991,0.23,-3.01,-10.83
25-Jan-1991,3.81,-4.88,-11.31
26-Jan-1991,0.08,-0.66,-12.19
27-Jan-1991,0.09,2.73,-9.54
28-Jan-1991,0.33,6.01,-9.26
29-Jan-1991,4.88,-3.09,-11.35
30-Jan-1991,0,-3.12,-14.63
31-Jan-1991,0,2.08,-11.45
1-Feb-1991,0.03,9.38,-5.28
2-Feb-1991,0,11.11,-1.81
3-Feb-1991,0,12.3,-1.64
4-Feb-1991,0.31,16.53,1.63
5-Feb-1991,0.38,9.73,2.5
6-Feb-1991,0.36,10.65,0.41
7-Feb-1991,0.04,10.58,-0.97
8-Feb-1991,0,9.95,-2.1
9-Feb-1991,0.05,13.86,-2.54
10-Feb-1991,0.01,7.64,-3.37
11-Feb-1991,0.04,6.94,-3.8
12-Feb-1991,0.04,9.41,-4.57
13-Feb-1991,9.7,9.96,0.36
14-Feb-1991,0.03,1.22,-8.95
15-Feb-1991,0.03,-6.56,-12.09
16-Feb-1991,0.04,3.77,-12.52
17-Feb-1991,1.81,3.48,0.8
18-Feb-1991,2.19,20.83,0.83
19-Feb-1991,0.04,6.63,-4.09
20-Feb-1991,0,12.35,-4.42
21-Feb-1991,0,18.15,-0.49
22-Feb-1991,0,7.32,-3.95
23-Feb-1991,0.03,7.93,-5.06
24-Feb-1991,0.1,2.04,-2.93
25-Feb-1991,0,2.1,-5.24
26-Feb-1991,0.01,2.79,-4.66
27-Feb-1991,0,9.53,-4.45
28-Feb-1991,0.44,16.95,-1.34
1-Mar-1991,8.31,11.63,7.99
2-Mar-1991,1.08,10.87,-2.2
3-Mar-1991,0,5.54,-4.54
4-Mar-1991,0,5.93,-5.38
5-Mar-1991,0.08,13.99,-1.4
6-Mar-1991,0.27,9.56,-0.66
7-Mar-1991,0,6.16,-5.67
8-Mar-1991,0,10.65,-4.15
9-Mar-1991,0,6.19,-3.99
10-Mar-1991,0,13.04,-3.89
11-Mar-1991,0.84,18.6,3.59
12-Mar-1991,16.65,16.76,7.66
13-Mar-1991,4.95,6.96,0.23
14-Mar-1991,0.91,9.52,-3.03
15-Mar-1991,0.09,10.89,-3.75
16-Mar-1991,0.56,15.3,0.23
17-Mar-1991,26.45,15.36,6.46
18-Mar-1991,0.24,13.62,4.47
19-Mar-1991,0.02,16.15,2.61
20-Mar-1991,1,19.73,6.28
21-Mar-1991,3.36,25.19,10.51
22-Mar-1991,9.74,21.22,10.81
23-Mar-1991,0,15.69,7.71
24-Mar-1991,0,17.41,4.35
25-Mar-1991,0.54,23.2,5.55
26-Mar-1991,1.21,26.02,15.8
27-Mar-1991,0.88,24.33,2.66
28-Mar-1991,0,15.62,-1.1
29-Mar-1991,0,7.12,-2.92
30-Mar-1991,0,9.04,-5.23
31-Mar-1991,0.02,15.96,-0.97
1-Apr-1991,0,18.57,1.25
2-Apr-1991,0.07,18.6,2.94
3-Apr-1991,2.83,20.9,8.51
4-Apr-1991,1.42,20.39,11.76
5-Apr-1991,0,24.31,8.09
6-Apr-1991,0.2,25.67,9.87
7-Apr-1991,1.18,23.58,14.4
8-Apr-1991,0.82,25.08,15.65
9-Apr-1991,0.39,17.52,6.38
10-Apr-1991,0.07,14.26,2.56
11-Apr-1991,3.83,11.73,3.23
12-Apr-1991,12.68,13.98,6.67
13-Apr-1991,15.63,21.73,13.26
14-Apr-1991,31.32,23.99,14.14
15-Apr-1991,1.68,19.9,6.87
16-Apr-1991,0.02,25.55,6.96
17-Apr-1991,0.54,23.7,10.74
18-Apr-1991,7.7,18.01,10.02
19-Apr-1991,2.75,15.1,7.55
20-Apr-1991,1.3,14.44,4.01
21-Apr-1991,0,15.34,1.43
22-Apr-1991,0.04,16.82,6.92
23-Apr-1991,0.13,19.08,4.32
24-Apr-1991,0,18.56,1.92
25-Apr-1991,1.97,15.4,7.7
26-Apr-1991,3.35,25.81,8.23
27-Apr-1991,1.75,24.11,13.69
28-Apr-1991,0.51,23.04,11.04
29-Apr-1991,0.65,25.07,11.98
30-Apr-1991,3.01,22.54,7.9
1-May-1991,6.2,18.37,6.46
2-May-1991,0,24.66,6.07
3-May-1991,28.41,17.27,11.16
4-May-1991,15.43,21.52,13
5-May-1991,6.04,19.71,6.51
6-May-1991,0.05,15.57,4.27
7-May-1991,0.06,25.15,5.8
8-May-1991,0.03,24.99,11.73
9-May-1991,0.13,23.07,11.92
10-May-1991,2.84,26.06,15.15
11-May-1991,1.51,25.93,17.6
12-May-1991,1,27.35,16.87
13-May-1991,1.88,26.12,19.19
14-May-1991,5.67,27.12,18.73
15-May-1991,5.17,25.25,17.76
16-May-1991,8.82,26.26,17.47
17-May-1991,6.95,26.86,18.29
18-May-1991,4.13,26.2,17.54
19-May-1991,0.14,26.27,15.73
20-May-1991,0.13,27.55,17.08
21-May-1991,0.75,26.56,19.63
22-May-1991,0.53,27.18,19.91
23-May-1991,1.63,28.51,19.47
24-May-1991,8.36,28.32,21.05
25-May-1991,5.59,26.31,20.32
26-May-1991,2.87,28.77,19.38
27-May-1991,0.08,30.34,19.26
28-May-1991,1.13,31.86,18.66
29-May-1991,11.43,27.76,21.1
30-May-1991,1.84,29.82,21.69
31-May-1991,2.77,29.89,20.87
1-Jun-1991,1.02,28.03,21.33
2-Jun-1991,0.05,29.55,20.41
3-Jun-1991,0.9,30.11,20.94
4-Jun-1991,3.12,28.3,17.52
5-Jun-1991,0.01,24.44,15.69
6-Jun-1991,0,24.47,13.01
7-Jun-1991,0,25.72,12.6
8-Jun-1991,0,27.57,14.23
9-Jun-1991,0.02,28.82,16.85
10-Jun-1991,0.02,28.48,18.4
11-Jun-1991,0.24,29.41,17.94
12-Jun-1991,0.71,30.98,18.87
13-Jun-1991,1.54,29.39,21.08
14-Jun-1991,1.68,29.73,22.05
15-Jun-1991,15.41,30.33,21.69
16-Jun-1991,5.37,25.37,16.95
17-Jun-1991,0,27.13,14.46
18-Jun-1991,0,29.16,14.96
19-Jun-1991,0.11,29.55,17.09
20-Jun-1991,1.48,30.43,17.94
21-Jun-1991,2.76,28.7,21.16
22-Jun-1991,1.92,28.8,18.98
23-Jun-1991,0.25,24.82,16.76
24-Jun-1991,0,25.57,18.44
25-Jun-1991,0.75,29.88,19.85
26-Jun-1991,0.06,31.8,20.55
27-Jun-1991,0.05,31.37,19.51
28-Jun-1991,0.09,31.79,19.15
29-Jun-1991,0.55,34.1,21.78
30-Jun-1991,0.24,35.32,23.44
1-Jul-1991,3.72,35.4,23.65
2-Jul-1991,7.1,31.68,22.39
3-Jul-1991,1.1,33.08,20.63
4-Jul-1991,0.93,31.33,18.7
5-Jul-1991,0.12,35.89,19.26
6-Jul-1991,0.01,37.92,22.65
7-Jul-1991,0,38.02,22.89
8-Jul-1991,1.94,33.33,22.75
9-Jul-1991,52.1,32.22,19.83
10-Jul-1991,30.66,29.33,22.76
11-Jul-1991,20.18,31.3,22.95
12-Jul-1991,2.85,29.39,22.88
13-Jul-1991,0.01,27.28,20.31
14-Jul-1991,0.05,27.28,18.37
15-Jul-1991,0,28.23,16.09
16-Jul-1991,0,29.89,17.52
17-Jul-1991,0,31.35,17.96
18-Jul-1991,0,33.28,18.86
19-Jul-1991,0,34.16,21.78
20-Jul-1991,0.71,34.31,21.34
21-Jul-1991,1.58,36.26,22.89
22-Jul-1991,0.99,36.3,23.14
23-Jul-1991,1.68,31.73,21.55
24-Jul-1991,0.09,24.3,16.9
25-Jul-1991,0,29.47,13.98
26-Jul-1991,0,28.87,14.19
27-Jul-1991,0.01,29.87,15.69
28-Jul-1991,0.28,32.11,17.73
29-Jul-1991,0.16,28.98,16.75
30-Jul-1991,0,29.75,13.98
31-Jul-1991,0.17,35.85,15.87
1-Aug-1991,0.05,37.14,20.61
2-Aug-1991,0.08,39.09,22.18
3-Aug-1991,0.95,36.95,23.12
4-Aug-1991,1.12,33.23,21.26
5-Aug-1991,8.58,30.23,19.12
6-Aug-1991,4.66,29.94,21.51
7-Aug-1991,1.13,32.88,21.98
8-Aug-1991,10.97,31.74,23.36
9-Aug-1991,1.96,25.69,17.41
10-Aug-1991,0,28.95,14.77
11-Aug-1991,0,30.29,16.7
12-Aug-1991,0,29.4,15.76
13-Aug-1991,1.93,30.05,15.63
14-Aug-1991,0.09,30.01,18.51
15-Aug-1991,0.09,32.95,16.98
16-Aug-1991,0.17,35.44,18.79
17-Aug-1991,7.46,32.24,20.41
18-Aug-1991,0.37,31.58,17.37
19-Aug-1991,0.07,26.8,15.2
20-Aug-1991,0.01,29.36,13.46
21-Aug-1991,0.03,33.8,15.87
22-Aug-1991,0.33,35.62,17.54
23-Aug-1991,0.22,36.33,19.33
24-Aug-1991,0.02,36.07,21.26
25-Aug-1991,0.01,35.46,20.89
26-Aug-1991,0,33.93,21.85
27-Aug-1991,0.98,34.17,21.23
28-Aug-1991,5.42,31.47,23.35
29-Aug-1991,8.11,26.96,22.55
30-Aug-1991,3.82,27.73,21.98
31-Aug-1991,3.5,29.85,21.53
1-Sep-1991,2.37,29.19,19.66
2-Sep-1991,6.43,29.5,21.44
3-Sep-1991,19.8,27.29,22.1
4-Sep-1991,0.43,27.89,16.53
5-Sep-1991,0.08,28.46,13.47
6-Sep-1991,0,30.8,16.46
7-Sep-1991,0,32.3,16.84
8-Sep-1991,3.31,29.47,18.27
9-Sep-1991,2.73,34.92,21.12
10-Sep-1991,1.28,32.39,22.28
11-Sep-1991,0.06,33.26,20.69
12-Sep-1991,0.03,35.43,22.29
13-Sep-1991,0,34.17,22.57
14-Sep-1991,0.87,33.83,22.91
15-Sep-1991,15.82,34.08,22.26
16-Sep-1991,5.68,24.19,15.38
17-Sep-1991,0.24,27.27,14.4
18-Sep-1991,6.65,18.69,8.26
19-Sep-1991,0,14.85,3.91
20-Sep-1991,0.45,13.17,3.05
21-Sep-1991,5.88,20.19,3.51
22-Sep-1991,10.82,17.08,10.07
23-Sep-1991,0,21.15,5.97
24-Sep-1991,2.91,19.05,9.3
25-Sep-1991,0,22.83,6.55
26-Sep-1991,0,17.89,5.54
27-Sep-1991,0,23.89,4.73
28-Sep-1991,0,26.85,9.12
29-Sep-1991,0.07,28.53,13.55
30-Sep-1991,0,28.33,12.5
1-Oct-1991,0.21,27.51,11.93
2-Oct-1991,0.85,28.3,13.85
3-Oct-1991,22.55,26.58,17.15
4-Oct-1991,21.57,28.19,9.62
5-Oct-1991,0.53,15.17,4.22
6-Oct-1991,0,13.31,1.57
7-Oct-1991,0,17.64,-0.27
8-Oct-1991,0,24.69,6.9
9-Oct-1991,0.17,25.75,10.46
10-Oct-1991,0,21.45,9.13
11-Oct-1991,0.01,23.59,9.76
12-Oct-1991,0,17.94,6.63
13-Oct-1991,0.12,18.59,4.26
14-Oct-1991,0.27,16.01,8.66
15-Oct-1991,0.01,12.77,4.59
16-Oct-1991,0,19.65,1.37
17-Oct-1991,0.03,26.39,6.15
18-Oct-1991,3.45,21.26,5.55
19-Oct-1991,0.43,11.95,0.53
20-Oct-1991,0,15.4,0.04
21-Oct-1991,0.02,22.09,1.9
22-Oct-1991,0,26.12,9.87
23-Oct-1991,7.15,26.78,13.12
24-Oct-1991,2.93,23.26,17.14
25-Oct-1991,6.28,18,13.28
26-Oct-1991,7.45,21.3,14.3
27-Oct-1991,2.3,20.74,11.75
28-Oct-1991,20.29,22.89,14.54
29-Oct-1991,9.24,20.6,7.76
30-Oct-1991,6.99,8.55,3.1
31-Oct-1991,4.43,14.65,3.12
1-Nov-1991,16.03,14.75,-3.6
2-Nov-1991,0.01,1.19,-6.59
3-Nov-1991,0.06,-3.12,-6.94
4-Nov-1991,0.02,-0.08,-6.72
5-Nov-1991,0.36,3.24,-5.35
6-Nov-1991,5.55,3.97,-4.23
7-Nov-1991,0.92,-1.25,-10.02
8-Nov-1991,0,-1.38,-12.56
9-Nov-1991,0.02,3.5,-10.81
10-Nov-1991,0.01,8.29,-6.38
11-Nov-1991,0.69,5.94,-2.85
12-Nov-1991,1,6.47,-1.53
13-Nov-1991,0.11,15.66,-0.98
14-Nov-1991,2.46,13.04,8.21
15-Nov-1991,2.08,19.12,7.87
16-Nov-1991,4.66,10.69,6.94
17-Nov-1991,9.85,16.31,7.33
18-Nov-1991,2.22,20.52,10.73
19-Nov-1991,18.12,21.2,10.84
20-Nov-1991,6.49,11.75,2.8
21-Nov-1991,0,12.01,-0.68
22-Nov-1991,0.15,13.65,-0.4
23-Nov-1991,0.52,5.99,-3.95
24-Nov-1991,0.04,-0.07,-5.92
25-Nov-1991,0.16,1.34,-6.52
26-Nov-1991,1.67,7.22,-4.08
27-Nov-1991,1.47,8.01,2.49
28-Nov-1991,0.43,16.87,7.97
29-Nov-1991,11.94,17.4,13
30-Nov-1991,0.74,14.15,-2.53
1-Dec-1991,2.53,-0.3,-4.42
2-Dec-1991,12.28,0.86,-2.88
3-Dec-1991,0.06,-1.87,-11.45
4-Dec-1991,0,-6.75,-16.46
5-Dec-1991,0.02,5.09,-9.11
6-Dec-1991,0.32,6.25,-4.52
7-Dec-1991,0.37,15.95,4.43
8-Dec-1991,0.13,20.41,5.05
9-Dec-1991,0,11.67,-0.74
10-Dec-1991,0,12.92,-1.22
11-Dec-1991,0.52,12.51,5.09
12-Dec-1991,11.81,20.9,6.53
13-Dec-1991,0.13,10.34,1.41
14-Dec-1991,0.08,4.89,-4.74
15-Dec-1991,0,1.01,-5.56
16-Dec-1991,0,8.51,-5.33
17-Dec-1991,0,5.55,-4.31
18-Dec-1991,0,-1.82,-6.5
19-Dec-1991,0.21,-0.18,-6.42
20-Dec-1991,17.08,1.55,-1.8
21-Dec-1991,0.56,3.9,-1.87
22-Dec-1991,5.66,5.41,-0.35
23-Dec-1991,1.91,2.88,-4.49
24-Dec-1991,0,6.05,-4.32
25-Dec-1991,0.12,6.62,-3.71
26-Dec-1991,0,7.3,-3.06
27-Dec-1991,0.06,6.16,-1.93
28-Dec-1991,2.64,3.55,-1.13
29-Dec-1991,0.09,5.13,-2.17
30-Dec-1991,0,4.43,-3.11
31-Dec-1991,0,5.54,-3.31
1-Jan-1992,0.39,6.02,-2.33
2-Jan-1992,1.98,7.29,1.27
3-Jan-1992,10.34,6.16,-1.06
4-Jan-1992,8.49,3.96,-1.67
5-Jan-1992,0.81,1.3,-3.35
6-Jan-1992,0.02,5.04,-3.37
7-Jan-1992,0.65,6.79,0.24
8-Jan-1992,5.82,13.98,1.67
9-Jan-1992,1.44,1.52,-3.43
10-Jan-1992,0.22,2.76,-5.04
11-Jan-1992,0,9.22,-3.55
12-Jan-1992,2.77,8.76,-0.02
13-Jan-1992,4.99,6.16,-2.29
14-Jan-1992,0.22,-0.56,-6.23
15-Jan-1992,0.14,-2.36,-14.74
16-Jan-1992,0.01,1.6,-15.32
17-Jan-1992,0.1,2.23,-5.93
18-Jan-1992,0.07,-4.99,-11.45
19-Jan-1992,0,4.16,-12.39
20-Jan-1992,0.46,5.84,-2.67
21-Jan-1992,7.22,8.44,-1.16
22-Jan-1992,2.87,5.01,0.15
23-Jan-1992,0.27,3.97,-3.19
24-Jan-1992,0,2.52,-6.7
25-Jan-1992,0,2.73,-3.79
26-Jan-1992,0,5.05,-4.27
27-Jan-1992,0,7.13,-3.74
28-Jan-1992,0,3.49,-4.07
29-Jan-1992,0,8.16,-3.37
30-Jan-1992,0,8.07,-0.71
31-Jan-1992,0,9.13,-3.02
1-Feb-1992,0,6.76,-3.54
2-Feb-1992,0,14.27,-2.01
3-Feb-1992,0,12.58,3.74
4-Feb-1992,0,7.55,-3.75
5-Feb-1992,0,6.26,-3.99
6-Feb-1992,0,7.07,-2.73
7-Feb-1992,0,3.58,-5.39
8-Feb-1992,0,-1.54,-6.34
9-Feb-1992,0.41,0.94,-8.02
10-Feb-1992,0.59,5.87,-3.85
11-Feb-1992,0.28,5.16,-2.18
12-Feb-1992,5.43,1.94,-2.67
13-Feb-1992,2.16,4.23,-1.15
14-Feb-1992,15.61,3.26,-1.31
15-Feb-1992,1.02,5.81,-0.93
16-Feb-1992,1.55,11.19,-1.74
17-Feb-1992,11.68,12.68,1.17
18-Feb-1992,0.44,9.82,2.53
19-Feb-1992,0.15,5.66,-2.7
20-Feb-1992,0,14.71,-2.69
21-Feb-1992,0.05,13.72,0.97
22-Feb-1992,0.13,18.74,4.98
23-Feb-1992,1.75,13.19,6.27
24-Feb-1992,3.79,13.73,2.18
25-Feb-1992,0.08,5.74,-3.45
26-Feb-1992,0.02,9.23,-4.56
27-Feb-1992,0.06,12.83,1.69
28-Feb-1992,0.02,17.43,1.54
29-Feb-1992,0,10.48,-1.93
1-Mar-1992,0,20.43,1.43
2-Mar-1992,0.04,19.09,7.63
3-Mar-1992,0.06,21.94,7.37
4-Mar-1992,0.2,21.38,9.64
5-Mar-1992,0.92,17.43,10.52
6-Mar-1992,2.91,20.89,9.37
7-Mar-1992,0.03,17.78,8.14
8-Mar-1992,0,22.72,6.62
9-Mar-1992,2.08,21.75,0.89
10-Mar-1992,0.36,-0.49,-7.02
11-Mar-1992,0.05,2.96,-7.18
12-Mar-1992,0.15,2.16,-6.06
13-Mar-1992,0.67,7.38,-6.2
14-Mar-1992,0.19,9.41,-1.99
15-Mar-1992,0.04,5.85,-3.42
16-Mar-1992,0.07,14.2,-4.03
17-Mar-1992,7.29,14.63,6.17
18-Mar-1992,25.11,8.48,0.82
19-Mar-1992,3.81,7.5,-1.34
20-Mar-1992,1.19,10.69,-0.35
21-Mar-1992,3.65,15.52,-1.2
22-Mar-1992,0.35,8.08,-2.91
23-Mar-1992,0,12.68,-3.96
24-Mar-1992,1,15.77,-1.77
25-Mar-1992,2.03,10.07,1.69
26-Mar-1992,0.05,13.19,-1.95
27-Mar-1992,0.01,9.58,-5.13
28-Mar-1992,4.54,11.62,0.24
29-Mar-1992,16.31,19.4,5.3
30-Mar-1992,6.47,11.91,1.8
31-Mar-1992,0.34,16.27,-1.12
1-Apr-1992,0,6.4,-2.49
2-Apr-1992,0.01,7.84,-4.93
3-Apr-1992,0,12.1,-2.29
4-Apr-1992,0,13.69,1.78
5-Apr-1992,0,15.12,-1.04
6-Apr-1992,0,14.86,2.53
7-Apr-1992,0.01,21.12,4.5
8-Apr-1992,0.88,21.64,4.32
9-Apr-1992,13.89,20.45,10.82
10-Apr-1992,0.91,25.15,9.61
11-Apr-1992,0.65,21.96,8.51
12-Apr-1992,0,13.18,2.18
13-Apr-1992,0.06,18.96,-0.35
14-Apr-1992,1.43,24.87,8.78
15-Apr-1992,5.18,24.04,14.73
16-Apr-1992,6.81,23.72,14.78
17-Apr-1992,11.03,19.99,10.89
18-Apr-1992,10.01,23.82,15.55
19-Apr-1992,19.75,22.32,15.89
20-Apr-1992,3.8,20.57,6.75
21-Apr-1992,0.24,12.55,4.18
22-Apr-1992,0.11,18.05,2.12
23-Apr-1992,1.54,25.12,10.45
24-Apr-1992,1.33,15.83,5.8
25-Apr-1992,0.33,12.65,3.22
26-Apr-1992,0.29,11.44,0.98
27-Apr-1992,0.08,12.84,3.09
28-Apr-1992,0.13,17.15,0.71
29-Apr-1992,1.26,22.65,5.79
30-Apr-1992,0,27.52,10.87
1-May-1992,0,27.48,13.21
2-May-1992,0.07,22.76,10.95
3-May-1992,0,21.79,7.66
4-May-1992,0.13,18.61,8.48
5-May-1992,0.3,14.38,4.37
6-May-1992,0,16.62,0.9
7-May-1992,0,19.58,4.31
8-May-1992,0,22.36,7.17
9-May-1992,0,25.72,8.74
10-May-1992,0,26.87,10.3
11-May-1992,6.07,25.01,14.08
12-May-1992,6.64,24.1,16.74
13-May-1992,0.02,22.06,11.44
14-May-1992,3.47,14.32,10.15
15-May-1992,0.64,25.78,9.09
16-May-1992,3.7,27.45,15.15
17-May-1992,4.03,24.65,17.19
18-May-1992,1.07,23.09,13.78
19-May-1992,0.52,25.94,13.84
20-May-1992,1.93,24.58,16.05
21-May-1992,6.72,24.99,16.65
22-May-1992,3.78,22.45,17.92
23-May-1992,1.36,22.59,11.31
24-May-1992,0.25,18.17,6.12
25-May-1992,0.7,17.41,4.83
26-May-1992,0.74,16.68,7.13
27-May-1992,0,15.73,4.48
28-May-1992,0.01,20.04,6.08
29-May-1992,0.22,20.33,8.58
30-May-1992,0,23.13,8.32
31-May-1992,0.06,24.79,12.12
1-Jun-1992,0.03,23.55,13.37
2-Jun-1992,0.1,25.26,11.91
3-Jun-1992,10.38,21.18,14.72
4-Jun-1992,1.2,24.51,14.99
5-Jun-1992,0.64,26.81,14.94
6-Jun-1992,7.59,25.54,15.71
7-Jun-1992,0.25,25.99,14.64
8-Jun-1992,0,26.44,14.64
9-Jun-1992,0,25.73,14.82
10-Jun-1992,0.74,22.23,15.88
11-Jun-1992,0,25.78,14.33
12-Jun-1992,0.05,27.81,11.52
13-Jun-1992,1.03,28.44,14.97
14-Jun-1992,3.34,28.99,18.02
15-Jun-1992,1.68,29,19.84
16-Jun-1992,0.61,29.38,20.26
17-Jun-1992,0.72,32.46,21.4
18-Jun-1992,0.01,30.42,18.76
19-Jun-1992,0.45,31.27,16.43
20-Jun-1992,2.37,23.01,12.61
21-Jun-1992,0,22.87,7.89
22-Jun-1992,0.37,25.05,8.36
23-Jun-1992,0.95,30.25,15.8
24-Jun-1992,1.74,31.71,18.58
25-Jun-1992,0.07,31.58,15.88
26-Jun-1992,0.03,28.29,15.76
27-Jun-1992,0.04,28.02,12.48
28-Jun-1992,0,29.92,13.13
29-Jun-1992,0,30.91,16.27
30-Jun-1992,0.05,30.47,18.47
1-Jul-1992,2.32,33.96,19.44
2-Jul-1992,37.67,30.4,22.12
3-Jul-1992,5.1,26.44,17.51
4-Jul-1992,0.96,30.63,15.94
5-Jul-1992,1.76,28.03,20.45
6-Jul-1992,0.07,29.89,17.71
7-Jul-1992,1.73,33.2,18.69
8-Jul-1992,0.66,33.62,21.72
9-Jul-1992,2.93,34.41,23.3
10-Jul-1992,2.95,31.55,22.48
11-Jul-1992,11.43,27.22,22.43
12-Jul-1992,0.78,33.58,21.9
13-Jul-1992,1.96,35.73,22.52
14-Jul-1992,6.22,29.84,19.88
15-Jul-1992,1.55,32.36,18.75
16-Jul-1992,3.31,29.31,17.95
17-Jul-1992,0.35,31.37,16.37
18-Jul-1992,1.51,30.69,17.59
19-Jul-1992,4.15,31.48,19.71
20-Jul-1992,11.11,28.42,19.45
21-Jul-1992,1.47,26.98,17.75
22-Jul-1992,2.74,28.96,18.23
23-Jul-1992,3.51,29.19,20.28
24-Jul-1992,0.74,30.89,19.8
25-Jul-1992,3.95,32.29,21.72
26-Jul-1992,4.75,29.69,22.24
27-Jul-1992,0.13,29.95,19.16
28-Jul-1992,0.02,32.63,17.9
29-Jul-1992,1.41,34.14,19.15
30-Jul-1992,2.87,27.98,19.67
31-Jul-1992,0.28,26.34,16.92
1-Aug-1992,0.1,29.76,14.56
2-Aug-1992,0.19,30.6,15.16
3-Aug-1992,0.08,30.3,18.34
4-Aug-1992,0,28.43,15.56
5-Aug-1992,0.06,29.97,14.44
6-Aug-1992,2.39,31.09,16.37
7-Aug-1992,4.97,29.66,17.85
8-Aug-1992,3.14,35.26,23.11
9-Aug-1992,11.64,32.31,23.44
10-Aug-1992,9.41,31.24,22.64
11-Aug-1992,0.01,29.37,16.4
12-Aug-1992,0.5,28.19,17.1
13-Aug-1992,0.49,25.77,15.22
14-Aug-1992,0,23.8,12.36
15-Aug-1992,0,24.62,10.51
16-Aug-1992,0.02,25.4,12.18
17-Aug-1992,0.01,28.7,13.35
18-Aug-1992,0.86,30.86,14.86
19-Aug-1992,0.02,28.94,14.4
20-Aug-1992,0.01,27.68,12.44
21-Aug-1992,0,30.02,13.96
22-Aug-1992,0.04,31.14,15.59
23-Aug-1992,0.74,32.16,19
24-Aug-1992,0.92,33.49,19.12
25-Aug-1992,4.5,33.08,20.77
26-Aug-1992,9.83,31.79,18.15
27-Aug-1992,9.13,24.35,14.06
28-Aug-1992,0,25.94,10.9
29-Aug-1992,0.05,32.78,12.58
30-Aug-1992,2.05,25.39,15.75
31-Aug-1992,0.24,27.64,14.09
1-Sep-1992,5.11,28.22,15.56
2-Sep-1992,3.52,28.47,19.05
3-Sep-1992,0.91,31.75,16.8
4-Sep-1992,0.22,31.51,13.23
5-Sep-1992,0.68,32.61,17.53
6-Sep-1992,4.3,31.05,20.09
7-Sep-1992,8.5,32.26,18.29
8-Sep-1992,3.55,26.75,14.12
9-Sep-1992,22.05,32.01,16.75
10-Sep-1992,1.54,24.66,11.83
11-Sep-1992,0,24.65,9.38
12-Sep-1992,0.1,26.33,9.62
